unique_id,treat,prop_sd_fem2014,sd_onefem2014,county,pc_male,mormon
27215,supply,0,0,Grand,1,0
27386,control,0,0,Grand,0,0
27496,control,1,1,Grand,1,0
16202,demand,1,1,Daggett,1,1
16241,control,.5,1,Daggett,1,0
26601,control,0,0,Emery,1,0
27551,demand,0,0,Grand,1,0
67237,control,0,0,San Juan,1,0
69699,supply,0,0,Sevier,1,0
86949,supply,0,0,Wasatch,1,0
26617,both,0,0,Emery,1,0
27579,both,1,1,Grand,0,0
67263,demand,0,0,San Juan,1,0
69702,control,0,0,Sevier,0,0
86996,control,0,0,Wasatch,1,1
69718,control,0,0,Sevier,1,1
69760,supply,.5,1,Sevier,1,1
87096,control,1,1,Wasatch,1,0
69940,demand,0,0,Sevier,1,0
87106,supply,.33333334,1,Wasatch,1,0
15065,demand,0,0,Carbon,1,0
69964,control,0,0,Sevier,0,0
15077,control,1,1,Carbon,0,0
69993,demand,1,1,Sevier,0,0
15096,supply,0,0,Carbon,1,0
67271,supply,0,0,San Juan,1,0
15134,supply,1,1,Carbon,1,0
67318,demand,0,0,San Juan,0,0
70081,demand,0,0,Sevier,1,0
15168,both,0,0,Carbon,1,0
67325,control,0,0,San Juan,1,0
26574,control,1,1,Emery,1,0
31125,supply,0,0,Piute,1,0
31295,demand,0,0,Rich,1,0
69385,supply,0,0,Sevier,1,0
69804,supply,0,0,Sevier,1,0
69815,supply,0,0,Sevier,1,0
87199,control,0,0,Wasatch,1,1
15293,both,0,0,Carbon,1,0
87229,both,1,1,Wasatch,1,0
69901,supply,0,0,Sevier,1,0
87238,demand,0,0,Wasatch,0,1
69929,control,0,0,Sevier,1,1
87240,supply,1,1,Wasatch,1,1
87272,demand,0,0,Wasatch,1,1
15303,both,0,0,Carbon,1,0
15342,demand,0,0,Carbon,1,0
26664,both,0,0,Emery,0,1
30846,supply,.33333334,1,Morgan,1,0
69407,supply,.5,1,Sevier,0,1
15451,control,0,0,Carbon,1,1
87326,both,0,0,Wasatch,0,0
15530,demand,1,1,Carbon,0,1
87374,control,.5,1,Wasatch,1,0
15553,control,1,1,Carbon,1,0
87414,both,1,1,Wasatch,1,0
15569,both,0,0,Carbon,1,0
87446,supply,0,0,Wasatch,1,0
15697,both,0,0,Carbon,0,0
87480,both,1,1,Wasatch,1,0
15856,supply,0,0,Carbon,1,0
15943,both,.5,1,Carbon,0,0
15989,supply,1,1,Carbon,0,1
26672,supply,0,0,Emery,0,1
30912,supply,0,0,Morgan,1,0
31224,supply,1,1,Piute,1,1
31490,control,0,0,Rich,0,0
16107,both,1,1,Carbon,1,0
87569,both,1,1,Wasatch,1,0
87595,control,0,0,Wasatch,1,1
87609,both,0,0,Wasatch,1,0
87621,both,.5,1,Wasatch,1,0
26722,demand,0,0,Emery,1,0
30954,control,1,1,Morgan,1,0
31248,control,.5,1,Piute,1,0
31501,demand,0,0,Rich,1,1
69482,supply,0,0,Sevier,1,0
87697,control,0,0,Wasatch,1,1
87744,control,0,0,Wasatch,1,0
87802,both,0,0,Wasatch,1,0
87825,supply,0,0,Wasatch,1,0
87841,supply,0,0,Wasatch,1,0
87887,demand,0,0,Wasatch,0,0
26733,control,0,0,Emery,1,0
30977,both,.5,1,Morgan,1,0
31538,demand,0,0,Rich,1,0
67356,supply,0,0,San Juan,0,1
26746,control,0,0,Emery,0,0
30983,demand,0,0,Morgan,1,0
67547,demand,1,1,San Juan,1,1
16148,demand,0,0,Carbon,1,0
26767,supply,0,0,Emery,1,0
31016,supply,0,0,Morgan,1,0
69513,both,0,0,Sevier,1,1
26779,demand,.5,1,Emery,1,0
67654,demand,.33333334,1,San Juan,1,1
69623,demand,0,0,Sevier,1,1
26808,both,0,0,Emery,0,1
67665,control,0,0,San Juan,1,0
69647,both,0,0,Sevier,1,1
30281,supply,.5,1,Millard,1,0
74039,supply,.5,1,Uintah,1,0
75064,both,.25,1,Utah,1,0
75119,demand,.25,1,Utah,1,1
75208,control,0,0,Utah,1,1
75212,supply,0,0,Utah,1,0
75283,demand,.2,1,Utah,1,1
75502,supply,.25,1,Utah,1,1
75573,both,0,0,Utah,1,0
75628,supply,0,0,Utah,1,0
75692,supply,.33333334,1,Utah,1,0
75848,both,.66666669,1,Utah,1,0
75882,control,0,0,Utah,1,0
75905,control,0,0,Utah,1,1
29826,both,.5,1,Kane,1,0
76063,both,.5,1,Utah,0,1
76085,supply,0,0,Utah,1,0
76139,control,.5,1,Utah,1,0
76141,both,.5,1,Utah,1,0
76156,demand,.25,1,Utah,1,0
25383,demand,1,1,Duchesne,1,0
12338,both,1,1,Cache,1,0
26831,both,0,0,Garfield,1,1
25438,both,0,0,Duchesne,0,0
87894,both,0,0,Washington,0,0
74158,both,0,0,Uintah,1,0
74115,both,.33333334,1,Uintah,1,0
67696,supply,0,0,Sanpete,0,0
25493,supply,0,0,Duchesne,0,0
10401,demand,.5,1,Box Elder,1,0
10472,control,.33333334,1,Box Elder,1,0
10527,both,0,0,Box Elder,1,1
10618,control,1,1,Box Elder,1,0
10775,control,0,0,Box Elder,1,0
10821,control,0,0,Box Elder,0,0
10832,control,0,0,Box Elder,1,0
10850,supply,0,0,Box Elder,1,0
10866,demand,0,0,Box Elder,0,0
10878,control,0,0,Box Elder,1,0
10911,supply,.66666669,1,Box Elder,1,0
10924,control,0,0,Box Elder,1,0
10948,supply,.25,1,Box Elder,1,1
10969,demand,0,0,Box Elder,1,0
10995,supply,0,0,Box Elder,1,0
11004,demand,0,0,Box Elder,1,1
11015,both,0,0,Box Elder,1,0
12372,demand,0,0,Cache,1,0
27774,both,0,0,Iron,1,0
74162,supply,0,0,Uintah,1,1
31796,demand,.33333334,1,Salt Lake,1,1
31823,both,0,0,Salt Lake,0,0
31909,control,.66666669,1,Salt Lake,0,0
31997,demand,0,0,Salt Lake,0,1
16434,both,.33333334,1,Davis,1,1
16452,control,0,0,Davis,1,1
16468,both,1,1,Davis,1,1
16622,supply,0,0,Davis,1,0
16701,both,.33333334,1,Davis,1,1
16729,control,.5,1,Davis,1,0
16755,supply,0,0,Davis,1,0
16803,supply,.5,1,Davis,1,0
16819,demand,0,0,Davis,1,1
16900,both,.5,1,Davis,1,0
16928,supply,.33333334,1,Davis,1,1
16959,demand,0,0,Davis,0,1
16992,control,0,0,Davis,1,1
17028,control,1,1,Davis,0,1
17085,both,.33333334,1,Davis,1,0
17125,supply,.66666669,1,Davis,0,0
17139,both,.5,1,Davis,1,1
17187,both,0,0,Davis,1,1
26849,supply,0,0,Garfield,1,0
17224,demand,0,0,Davis,1,0
17248,control,.33333334,1,Davis,0,1
17346,supply,.5,1,Davis,1,1
17380,both,1,1,Davis,1,1
17398,demand,.33333334,1,Davis,1,0
17461,demand,.33333334,1,Davis,1,1
17488,supply,.5,1,Davis,0,1
17564,control,0,0,Davis,1,0
17572,both,.5,1,Davis,1,1
17586,both,0,0,Davis,1,0
26910,demand,0,0,Garfield,1,0
11027,both,1,1,Box Elder,1,1
32011,both,0,0,Salt Lake,1,0
27788,supply,0,0,Iron,1,0
71014,demand,0,0,Summit,1,0
10061,both,1,1,Beaver,0,0
10128,supply,0,0,Beaver,1,0
10144,both,0,0,Beaver,1,0
10163,demand,0,0,Beaver,1,0
29842,supply,1,1,Kane,0,0
32133,both,1,1,Salt Lake,0,1
27885,supply,0,0,Iron,1,0
27902,both,0,0,Iron,1,0
27960,both,0,0,Iron,1,0
27973,both,0,0,Iron,1,0
27994,control,0,0,Iron,1,0
28064,demand,.5,1,Iron,1,0
28086,both,.5,1,Iron,0,1
28188,both,1,1,Iron,1,1
28190,both,.5,1,Iron,0,1
28220,supply,.33333334,1,Iron,1,1
28296,demand,.25,1,Iron,1,1
28323,supply,.33333334,1,Iron,1,1
28347,control,0,0,Iron,1,1
28352,supply,0,0,Iron,1,0
28415,control,1,1,Iron,1,0
28443,control,0,0,Iron,1,0
28458,demand,0,0,Iron,1,1
28502,control,0,0,Iron,1,0
28628,control,0,0,Iron,1,1
28637,demand,.33333334,1,Iron,1,0
28659,demand,.33333334,1,Iron,1,1
28685,supply,0,0,Iron,1,0
28766,demand,1,1,Iron,1,0
28830,control,0,0,Iron,1,0
28922,control,0,0,Iron,0,1
17720,both,0,0,Davis,0,0
17754,demand,0,0,Davis,1,1
17765,supply,.25,1,Davis,1,1
17783,demand,.66666669,1,Davis,1,1
17810,control,.33333334,1,Davis,1,0
17899,supply,.5,1,Davis,1,0
17997,demand,.33333334,1,Davis,0,1
18005,control,1,1,Davis,1,0
18108,supply,.33333334,1,Davis,0,1
18131,supply,0,0,Davis,1,0
18154,control,0,0,Davis,1,1
67974,supply,0,0,Sanpete,1,1
18165,both,.33333334,1,Davis,1,0
18177,both,0,0,Davis,1,0
18274,control,.5,1,Davis,1,0
18344,demand,0,0,Davis,1,0
18359,demand,0,0,Davis,1,0
18407,supply,0,0,Davis,1,0
18424,demand,1,1,Davis,0,0
18448,both,.5,1,Davis,1,0
18476,demand,.33333334,1,Davis,1,1
18566,supply,0,0,Davis,0,0
18606,demand,.33333334,1,Davis,1,0
18652,control,1,1,Davis,1,1
76253,both,0,0,Utah,1,0
76295,control,0,0,Utah,1,1
76346,demand,.5,1,Utah,1,1
76380,control,.40000001,1,Utah,0,1
76474,demand,0,0,Utah,1,1
18794,supply,.5,1,Davis,1,0
18815,supply,1,1,Davis,0,0
18889,both,0,0,Davis,1,0
18929,demand,0,0,Davis,0,0
18938,supply,.5,1,Davis,1,0
19073,demand,.33333334,1,Davis,1,1
19094,both,.5,1,Davis,1,0
19115,demand,.66666669,1,Davis,1,0
19353,demand,.25,1,Davis,0,0
19376,control,0,0,Davis,1,0
12386,both,0,0,Cache,1,0
29937,both,0,0,Kane,0,0
32167,supply,0,0,Salt Lake,1,0
32180,supply,0,0,Salt Lake,1,0
32200,demand,0,0,Salt Lake,1,0
32271,control,.5,1,Salt Lake,0,0
32292,demand,0,0,Salt Lake,0,1
32356,supply,0,0,Salt Lake,1,0
32387,both,0,0,Salt Lake,1,0
32394,both,0,0,Salt Lake,1,1
32484,control,.5,1,Salt Lake,0,0
70505,supply,.5,1,Summit,1,0
88137,supply,.5,1,Washington,1,0
88589,both,.66666669,1,Washington,1,1
32510,control,0,0,Salt Lake,0,0
88673,both,0,0,Washington,1,0
12408,supply,0,0,Cache,1,0
11058,control,0,0,Box Elder,1,0
11138,control,0,0,Box Elder,1,0
32649,demand,0,0,Salt Lake,1,0
32704,both,0,0,Salt Lake,1,0
32758,demand,0,0,Salt Lake,1,0
32762,both,1,1,Salt Lake,1,1
32801,demand,.5,1,Salt Lake,1,0
32903,demand,0,0,Salt Lake,1,0
32926,control,.5,1,Salt Lake,1,1
32961,supply,0,0,Salt Lake,0,0
32990,demand,0,0,Salt Lake,1,1
33039,supply,0,0,Salt Lake,1,1
33087,supply,.5,1,Salt Lake,1,1
33162,demand,1,1,Salt Lake,1,0
33221,control,0,0,Salt Lake,1,0
33307,control,1,1,Salt Lake,0,0
33348,supply,0,0,Salt Lake,0,1
33376,demand,0,0,Salt Lake,1,1
33395,demand,.66666669,1,Salt Lake,1,0
33428,supply,0,0,Salt Lake,1,0
33492,control,0,0,Salt Lake,1,0
33557,demand,0,0,Salt Lake,0,1
33590,demand,0,0,Salt Lake,1,1
33640,demand,0,0,Salt Lake,1,1
33664,demand,.5,1,Salt Lake,1,0
33693,supply,.5,1,Salt Lake,1,1
33705,both,0,0,Salt Lake,0,0
33714,control,0,0,Salt Lake,1,1
33780,supply,0,0,Salt Lake,1,0
12449,control,1,1,Cache,1,0
88982,demand,.5,1,Washington,1,0
29985,both,0,0,Kane,1,1
12454,both,0,0,Cache,1,1
74232,both,0,0,Uintah,1,0
30299,supply,1,1,Millard,0,1
30350,supply,.5,1,Millard,1,1
11210,control,0,0,Box Elder,1,1
30366,both,0,0,Millard,0,0
76540,control,.5,1,Utah,1,0
33812,control,0,0,Salt Lake,1,0
33854,supply,.5,1,Salt Lake,1,1
33865,both,0,0,Salt Lake,1,0
34020,both,.66666669,1,Salt Lake,1,0
34106,demand,.75,1,Salt Lake,0,0
34175,both,1,1,Salt Lake,1,0
34201,both,0,0,Salt Lake,1,0
34264,control,0,0,Salt Lake,1,0
34335,both,.5,1,Salt Lake,1,1
34357,supply,0,0,Salt Lake,1,0
34388,supply,0,0,Salt Lake,1,0
34467,supply,0,0,Salt Lake,1,0
34480,both,0,0,Salt Lake,1,1
34553,control,0,0,Salt Lake,1,0
34621,demand,.25,1,Salt Lake,0,0
34666,demand,.5,1,Salt Lake,0,0
34737,demand,0,0,Salt Lake,0,1
34759,control,0,0,Salt Lake,1,0
34785,both,.5,1,Salt Lake,0,1
34839,both,0,0,Salt Lake,1,0
25639,control,.5,1,Duchesne,1,0
25752,demand,0,0,Duchesne,0,0
25850,both,0,0,Duchesne,1,0
70109,control,.5,1,Summit,0,0
11313,demand,.5,1,Box Elder,0,0
76689,demand,.25,1,Utah,1,0
76691,supply,.33333334,1,Utah,1,1
76712,both,0,0,Utah,0,0
76720,control,.60000002,1,Utah,1,1
76796,control,.25,1,Utah,1,0
76810,both,.25,1,Utah,1,0
76823,supply,.5,1,Utah,0,0
76847,demand,0,0,Utah,1,0
34873,supply,0,0,Salt Lake,0,0
34991,supply,1,1,Salt Lake,1,0
35009,demand,.5,1,Salt Lake,1,1
35013,supply,.5,1,Salt Lake,1,0
35032,supply,.5,1,Salt Lake,1,0
35066,demand,0,0,Salt Lake,1,1
35078,both,0,0,Salt Lake,0,1
35124,both,0,0,Salt Lake,1,0
35182,supply,0,0,Salt Lake,1,0
35202,demand,1,1,Salt Lake,1,1
35256,both,1,1,Salt Lake,0,0
35358,supply,0,0,Salt Lake,0,0
35434,supply,0,0,Salt Lake,1,0
88995,both,.33333334,1,Washington,1,1
28998,supply,.5,1,Iron,1,1
29066,demand,.5,1,Iron,1,1
29130,supply,.5,1,Iron,0,0
29153,control,.33333334,1,Iron,1,1
68162,control,0,0,Sanpete,1,0
76909,demand,0,0,Utah,1,0
76966,supply,0,0,Utah,0,0
71827,supply,.5,1,Tooele,1,0
71836,supply,1,1,Tooele,0,1
29596,control,0,0,Juab,1,0
19664,control,0,0,Davis,1,0
19686,supply,.5,1,Davis,0,0
19733,control,.66666669,1,Davis,1,0
19746,demand,0,0,Davis,0,1
19779,demand,0,0,Davis,1,1
19906,control,.5,1,Davis,1,0
19947,control,0,0,Davis,1,1
19952,supply,.33333334,1,Davis,0,1
20012,supply,.66666669,1,Davis,1,0
20049,supply,.5,1,Davis,0,1
20065,demand,0,0,Davis,1,1
74311,demand,0,0,Uintah,1,0
76984,both,0,0,Utah,1,0
20096,supply,0,0,Davis,1,1
20110,control,.33333334,1,Davis,1,1
20175,control,.66666669,1,Davis,0,1
20217,both,.33333334,1,Davis,1,1
30384,control,0,0,Millard,1,1
11345,control,0,0,Box Elder,1,1
11384,both,.66666669,1,Box Elder,0,0
30494,control,1,1,Millard,1,0
92652,both,0,0,Wayne,1,0
70726,control,0,0,Summit,1,0
68278,supply,0,0,Sanpete,1,0
92964,both,0,0,Weber,1,0
93059,demand,0,0,Weber,1,0
93085,demand,0,0,Weber,1,0
93139,control,0,0,Weber,1,0
71843,control,1,1,Tooele,1,1
71891,both,.5,1,Tooele,1,0
72003,demand,0,0,Tooele,0,1
72019,both,1,1,Tooele,1,0
72163,demand,.5,1,Tooele,1,1
72280,control,0,0,Tooele,1,0
11402,both,0,0,Box Elder,1,0
30528,supply,0,0,Millard,1,0
11418,demand,.5,1,Box Elder,1,0
11500,control,0,0,Box Elder,1,1
76997,demand,0,0,Utah,1,0
29992,both,0,0,Kane,0,1
74485,supply,0,0,Uintah,1,0
35452,both,1,1,Salt Lake,0,0
35508,both,0,0,Salt Lake,1,0
35512,demand,0,0,Salt Lake,1,0
35531,control,0,0,Salt Lake,1,0
35577,demand,0,0,Salt Lake,0,0
77013,supply,0,0,Utah,0,1
77021,both,0,0,Utah,1,1
10222,demand,1,1,Beaver,0,1
74459,demand,0,0,Uintah,1,0
68297,control,.33333334,1,Sanpete,1,0
92668,both,1,1,Wayne,1,0
27010,demand,0,0,Garfield,1,0
27023,supply,0,0,Garfield,1,0
71328,control,1,1,Summit,1,0
35614,supply,0,0,Salt Lake,1,0
35622,demand,.33333334,1,Salt Lake,0,1
35701,supply,.5,1,Salt Lake,1,0
35764,both,0,0,Salt Lake,1,1
35793,demand,.33333334,1,Salt Lake,1,0
35803,control,0,0,Salt Lake,0,0
35819,both,0,0,Salt Lake,1,0
35835,demand,0,0,Salt Lake,0,0
35916,control,.5,1,Salt Lake,0,1
36005,control,.66666669,1,Salt Lake,1,0
36033,supply,0,0,Salt Lake,0,0
36067,control,0,0,Salt Lake,1,0
36098,control,1,1,Salt Lake,0,0
36183,supply,0,0,Salt Lake,1,0
70551,demand,0,0,Summit,1,0
77078,both,0,0,Utah,1,0
77097,both,.75,1,Utah,1,1
77169,control,0,0,Utah,1,1
77202,both,.5,1,Utah,0,1
77239,supply,.33333334,1,Utah,1,0
77241,demand,.25,1,Utah,1,0
77273,control,0,0,Utah,0,1
77327,demand,0,0,Utah,1,0
77336,control,0,0,Utah,0,0
30544,both,0,0,Millard,1,1
36316,both,0,0,Salt Lake,1,1
36328,supply,.5,1,Salt Lake,1,0
36359,both,0,0,Salt Lake,1,0
36371,demand,0,0,Salt Lake,1,0
36424,demand,0,0,Salt Lake,1,0
36453,control,.5,1,Salt Lake,0,0
36469,both,0,0,Salt Lake,1,1
36545,control,1,1,Salt Lake,1,0
36597,supply,.5,1,Salt Lake,0,0
36610,both,0,0,Salt Lake,1,1
36634,both,0,0,Salt Lake,1,0
36647,control,0,0,Salt Lake,1,0
36675,demand,0,0,Salt Lake,1,0
36699,supply,1,1,Salt Lake,1,0
36804,supply,.5,1,Salt Lake,1,0
36815,supply,0,0,Salt Lake,1,0
36858,control,0,0,Salt Lake,1,0
36955,demand,1,1,Salt Lake,1,0
36993,supply,0,0,Salt Lake,1,0
37001,control,.5,1,Salt Lake,0,0
37135,demand,0,0,Salt Lake,1,1
37142,both,0,0,Salt Lake,1,0
30585,both,0,0,Millard,1,0
11544,supply,0,0,Box Elder,1,0
70420,supply,.5,1,Summit,1,0
93207,supply,0,0,Weber,1,0
93322,both,0,0,Weber,0,0
93380,both,0,0,Weber,0,0
93419,demand,0,0,Weber,1,0
93426,supply,1,1,Weber,0,0
93442,control,0,0,Weber,1,0
93461,both,1,1,Weber,1,0
93474,control,0,0,Weber,0,0
93488,supply,0,0,Weber,1,0
93501,control,0,0,Weber,1,0
93517,control,.33333334,1,Weber,0,0
89068,both,0,0,Washington,1,0
89150,both,.33333334,1,Washington,0,1
89215,demand,.25,1,Washington,1,1
89270,both,.5,1,Washington,1,0
89372,demand,.5,1,Washington,1,0
89393,demand,.5,1,Washington,1,0
89431,demand,.25,1,Washington,0,0
89449,both,.5,1,Washington,1,0
12477,supply,0,0,Cache,1,0
12505,supply,0,0,Cache,0,1
12514,both,0,0,Cache,1,0
12551,demand,0,0,Cache,0,1
12611,both,0,0,Cache,0,0
12669,both,.33333334,1,Cache,0,0
12719,demand,.5,1,Cache,1,0
89483,demand,.33333334,1,Washington,1,1
89496,supply,.33333334,1,Washington,0,0
89546,control,0,0,Washington,1,0
89551,supply,.33333334,1,Washington,1,0
71290,both,0,0,Summit,0,0
70719,control,0,0,Summit,1,0
74492,control,.66666669,1,Uintah,0,0
20374,both,.33333334,1,Davis,1,1
20507,both,.33333334,1,Davis,1,1
20548,supply,0,0,Davis,1,1
20569,demand,.33333334,1,Davis,0,1
20582,control,0,0,Davis,1,1
20645,both,0,0,Davis,1,1
20728,supply,.66666669,1,Davis,1,1
20839,control,.66666669,1,Davis,1,0
20841,supply,0,0,Davis,0,1
30015,supply,0,0,Kane,1,0
20887,control,.5,1,Davis,1,0
20958,both,.33333334,1,Davis,1,0
21007,demand,0,0,Davis,1,0
21076,supply,.33333334,1,Davis,1,1
21122,control,1,1,Davis,1,0
21200,supply,1,1,Davis,1,1
21216,demand,.66666669,1,Davis,0,0
21259,control,0,0,Davis,1,1
21263,demand,.2,1,Davis,1,0
21318,both,0,0,Davis,1,0
30091,both,0,0,Kane,0,0
30140,demand,0,0,Kane,1,0
30155,both,.66666669,1,Kane,1,0
70243,control,.5,1,Summit,1,0
30674,supply,0,0,Millard,1,1
29195,control,0,0,Iron,1,0
37220,demand,0,0,Salt Lake,1,0
37296,demand,0,0,Salt Lake,1,0
37306,supply,0,0,Salt Lake,1,0
37375,demand,.5,1,Salt Lake,1,0
37427,supply,1,1,Salt Lake,1,1
37436,demand,1,1,Salt Lake,1,0
37539,supply,0,0,Salt Lake,1,0
37573,control,0,0,Salt Lake,1,0
37587,control,0,0,Salt Lake,1,0
37616,both,.5,1,Salt Lake,1,0
37644,both,0,0,Salt Lake,1,1
37663,demand,0,0,Salt Lake,1,0
37732,supply,1,1,Salt Lake,0,0
37797,supply,0,0,Salt Lake,1,0
37905,control,1,1,Salt Lake,0,1
37914,control,1,1,Salt Lake,1,0
37922,both,0,0,Salt Lake,0,0
21325,supply,0,0,Davis,0,0
21341,control,.33333334,1,Davis,1,1
21360,supply,0,0,Davis,1,1
21373,supply,0,0,Davis,0,0
21409,demand,.5,1,Davis,1,0
21413,demand,.33333334,1,Davis,1,1
21484,demand,.5,1,Davis,1,1
21506,supply,0,0,Davis,1,0
21510,both,.5,1,Davis,1,0
21534,both,1,1,Davis,1,0
21599,control,0,0,Davis,1,0
21612,supply,0,0,Davis,0,0
21665,both,1,1,Davis,1,0
21715,supply,0,0,Davis,1,0
21736,control,.33333334,1,Davis,1,0
21838,both,0,0,Davis,1,0
21893,both,.5,1,Davis,1,0
21903,control,.33333334,1,Davis,1,0
22016,supply,0,0,Davis,1,0
22125,supply,0,0,Davis,1,0
22139,supply,0,0,Davis,1,0
22141,supply,.40000001,1,Davis,1,0
22187,control,.5,1,Davis,1,1
22269,supply,.66666669,1,Davis,1,1
22295,both,0,0,Davis,1,0
22305,control,.25,1,Davis,0,0
22351,control,0,0,Davis,1,1
22380,demand,.33333334,1,Davis,1,1
22403,demand,0,0,Davis,0,0
22529,demand,.5,1,Davis,0,1
22627,demand,0,0,Davis,1,0
22691,control,0,0,Davis,1,0
22708,supply,0,0,Davis,1,0
22712,control,.5,1,Davis,1,0
22765,demand,0,0,Davis,1,0
22875,demand,.66666669,1,Davis,1,0
22945,control,0,0,Davis,1,1
22978,demand,.33333334,1,Davis,1,1
23022,control,.5,1,Davis,1,1
23033,both,.5,1,Davis,1,1
23120,supply,0,0,Davis,1,1
23149,control,0,0,Davis,0,0
89624,demand,0,0,Washington,1,1
89669,control,0,0,Washington,1,0
89676,supply,0,0,Washington,1,1
77358,both,.2,1,Utah,1,1
77531,supply,.33333334,1,Utah,1,0
77554,both,.2,1,Utah,1,0
77565,supply,.33333334,1,Utah,1,0
77633,demand,.5,1,Utah,1,1
29605,both,0,0,Juab,1,1
77646,demand,0,0,Utah,1,0
77679,control,.33333334,1,Utah,0,1
77729,control,1,1,Utah,1,0
77738,demand,.66666669,1,Utah,1,1
77740,supply,.5,1,Utah,0,0
77764,control,.2,1,Utah,1,0
77772,both,.33333334,1,Utah,1,1
77959,demand,0,0,Utah,1,0
77985,demand,.2,1,Utah,1,0
78015,control,.5,1,Utah,0,1
78089,both,.33333334,1,Utah,1,1
78234,control,0,0,Utah,1,1
78384,supply,.33333334,1,Utah,1,0
78559,demand,.66666669,1,Utah,1,1
78626,control,.5,1,Utah,1,0
78642,demand,0,0,Utah,1,0
89682,both,1,1,Washington,0,0
30688,demand,0,0,Millard,0,1
12726,both,1,1,Cache,1,0
12761,demand,0,0,Cache,1,1
78724,control,.5,1,Utah,1,0
78748,demand,.5,1,Utah,0,0
78782,demand,0,0,Utah,1,0
78880,both,.5,1,Utah,1,0
78920,demand,.25,1,Utah,0,1
78965,both,.5,1,Utah,1,1
92699,demand,0,0,Wayne,1,0
12788,both,1,1,Cache,0,0
12816,control,0,0,Cache,0,0
12828,supply,0,0,Cache,1,1
12859,control,1,1,Cache,0,0
12871,demand,0,0,Cache,1,1
12885,supply,1,1,Cache,0,0
12902,supply,1,1,Cache,1,0
13161,demand,0,0,Cache,0,0
13174,supply,0,0,Cache,1,0
13212,both,0,0,Cache,1,0
13220,control,.5,1,Cache,1,0
13254,both,.5,1,Cache,1,1
13310,demand,.5,1,Cache,0,1
13323,supply,0,0,Cache,0,0
13415,supply,.25,1,Cache,1,0
13489,control,0,0,Cache,0,1
13502,control,0,0,Cache,0,0
13518,supply,.5,1,Cache,1,1
13594,control,1,1,Cache,0,0
13616,supply,0,0,Cache,1,0
13637,supply,.5,1,Cache,0,0
13644,supply,0,0,Cache,1,1
13659,both,0,0,Cache,1,0
13811,control,0,0,Cache,1,0
74526,demand,.5,1,Uintah,1,0
92756,demand,0,0,Wayne,1,0
30711,both,.5,1,Millard,1,0
78977,control,.33333334,1,Utah,0,1
78996,both,0,0,Utah,1,0
79024,both,.2,1,Utah,1,0
79053,demand,.25,1,Utah,1,0
79076,control,.33333334,1,Utah,1,0
37933,both,.5,1,Salt Lake,1,1
37967,supply,1,1,Salt Lake,0,1
37979,demand,0,0,Salt Lake,1,1
38047,control,1,1,Salt Lake,1,0
38204,control,0,0,Salt Lake,1,1
38289,both,0,0,Salt Lake,1,0
38393,demand,1,1,Salt Lake,1,1
38449,both,.5,1,Salt Lake,0,0
38465,supply,.5,1,Salt Lake,1,0
38477,demand,0,0,Salt Lake,0,1
38611,both,0,0,Salt Lake,0,0
38719,supply,0,0,Salt Lake,0,0
38726,demand,0,0,Salt Lake,1,0
38757,demand,0,0,Salt Lake,0,0
68324,demand,.5,1,Sanpete,1,0
68376,supply,0,0,Sanpete,1,0
11707,control,0,0,Box Elder,1,0
68400,demand,0,0,Sanpete,1,0
74590,supply,0,0,Uintah,1,0
74574,supply,0,0,Uintah,1,0
13895,control,1,1,Cache,1,0
13905,both,.33333334,1,Cache,1,0
25976,control,0,0,Duchesne,1,0
38790,control,.5,1,Salt Lake,1,0
38844,both,0,0,Salt Lake,1,0
38902,both,0,0,Salt Lake,0,1
38925,both,0,0,Salt Lake,1,0
38973,demand,1,1,Salt Lake,1,0
38994,supply,0,0,Salt Lake,1,0
39019,supply,0,0,Salt Lake,1,0
39035,both,1,1,Salt Lake,1,0
39074,demand,0,0,Salt Lake,0,0
39128,control,0,0,Salt Lake,0,1
39137,control,0,0,Salt Lake,1,0
39163,demand,.5,1,Salt Lake,0,0
39205,control,.5,1,Salt Lake,0,0
39251,demand,.25,1,Salt Lake,1,0
39331,both,.5,1,Salt Lake,1,0
39354,both,.33333334,1,Salt Lake,1,0
29218,supply,0,0,Iron,0,0
39543,control,1,1,Salt Lake,0,0
39570,supply,0,0,Salt Lake,0,1
39589,control,0,0,Salt Lake,1,0
39618,supply,.5,1,Salt Lake,1,1
39625,supply,0,0,Salt Lake,1,1
39639,both,0,0,Salt Lake,1,0
39775,both,0,0,Salt Lake,1,1
39821,control,0,0,Salt Lake,1,0
39907,supply,0,0,Salt Lake,0,0
39911,supply,1,1,Salt Lake,0,1
39930,control,1,1,Salt Lake,1,0
40086,control,0,0,Salt Lake,1,0
40161,both,0,0,Salt Lake,1,1
40231,both,1,1,Salt Lake,1,1
40249,control,0,0,Salt Lake,1,0
40254,demand,.5,1,Salt Lake,0,1
13933,both,0,0,Cache,1,0
13951,supply,0,0,Cache,1,0
10233,both,0,0,Beaver,0,0
10279,demand,0,0,Beaver,1,0
29622,demand,0,0,Juab,1,0
40310,control,1,1,Salt Lake,1,0
40323,control,0,0,Salt Lake,1,1
40368,supply,0,0,Salt Lake,1,0
40415,both,0,0,Salt Lake,1,0
40443,control,0,0,Salt Lake,1,1
40489,control,1,1,Salt Lake,1,0
40502,demand,0,0,Salt Lake,1,0
